epoch,avg_accuracy,target_1_accuracy,target_2_accuracy,target_3_accuracy,target_4_accuracy,target_5_accuracy,target_6_accuracy,target_7_accuracy
34,0.9367301031884886,0.9357660584853786,0.9322669332666833,0.9377655586103474,0.939515121219695,0.9297675581104724,0.9440139965008748,0.9380154961259685
35,0.9384796657978363,0.9382654336415897,0.934266433391652,0.9397650587353161,0.941764558860285,0.9315171207198201,0.9452636840789802,0.9385153711572107
36,0.9400507016103118,0.9400149962509373,0.9370157460634841,0.9410147463134216,0.9430142464383904,0.9350162459385154,0.9455136215946014,0.9387653086728318
37,0.9413360945477917,0.9420144963759061,0.939515121219695,0.941764558860285,0.9432641839540115,0.9380154961259685,0.9455136215946014,0.939265183704074
38,0.9423715499696506,0.9435141214696325,0.9410147463134216,0.9437640589852537,0.9432641839540115,0.9400149962509373,0.9457635591102225,0.939265183704074
39,0.9430856571571393,0.9455136215946014,0.9412646838290427,0.944763809047738,0.9430142464383904,0.9412646838290427,0.9457635591102225,0.9400149962509373
40,0.9436212375477561,0.9467633091727068,0.9410147463134216,0.9455136215946014,0.9425143714071482,0.9422644338915271,0.9462634341414646,0.9410147463134216
41,0.9440854072196236,0.9467633091727068,0.941764558860285,0.9465133716570857,0.9427643089227693,0.9422644338915271,0.9465133716570857,0.9420144963759061
42,0.9444067554539937,0.9470132466883279,0.941764558860285,0.9480129967508123,0.9425143714071482,0.9425143714071482,0.9465133716570857,0.9425143714071482
43,0.9447995144071124,0.9477630592351912,0.9415146213446638,0.9490127468132967,0.9425143714071482,0.9437640589852537,0.9465133716570857,0.9425143714071482
44,0.9452279787196058,0.9487628092976755,0.9415146213446638,0.94976255936016,0.9422644338915271,0.944763809047738,0.9465133716570857,0.9430142464383904
45,0.9457992644695968,0.950012496875781,0.9420144963759061,0.9510122469382655,0.9422644338915271,0.9457635591102225,0.9465133716570857,0.9430142464383904
46,0.9464062555789624,0.9510122469382655,0.9430142464383904,0.9512621844538866,0.9422644338915271,0.9475131217195701,0.9465133716570857,0.9432641839540115
47,0.9470489520477025,0.9517620594851287,0.9440139965008748,0.9517620594851287,0.941764558860285,0.950012496875781,0.9465133716570857,0.9435141214696325
48,0.9473703002820725,0.9525118720319921,0.9440139965008748,0.9517620594851287,0.9420144963759061,0.9510122469382655,0.9465133716570857,0.9437640589852537
49,0.9487985146570501,0.9527618095476131,0.9517620594851287,0.9520119970007498,0.9422644338915271,0.9515121219695076,0.9467633091727068,0.944513871532117
50,0.9505837826257721,0.9530117470632342,0.9540114971257185,0.9522619345163709,0.9422644338915271,0.9515121219695076,0.9562609347663085,0.944763809047738
51,0.9508337201413932,0.9527618095476131,0.9565108722819295,0.9522619345163709,0.941764558860285,0.9515121219695076,0.9562609347663085,0.944763809047738
52,0.9521548184382475,0.9527618095476131,0.9575106223444139,0.9522619345163709,0.950012496875781,0.9512621844538866,0.9565108722819295,0.944763809047738
53,0.9524047559538686,0.9530117470632342,0.9577605598600349,0.9527618095476131,0.950012496875781,0.9512621844538866,0.9572606848287928,0.944763809047738
54,0.9522976398757452,0.9530117470632342,0.9575106223444139,0.9530117470632342,0.9495126218445389,0.9512621844538866,0.9575106223444139,0.9442639340164959
55,0.9534759167351019,0.9530117470632342,0.9575106223444139,0.9612596850787303,0.9490127468132967,0.9512621844538866,0.9580104973756561,0.9442639340164959
56,0.9535473274538508,0.9532616845788553,0.9577605598600349,0.9607598100474881,0.9490127468132967,0.9512621844538866,0.9582604348912772,0.944513871532117
57,0.9536187381725999,0.9532616845788553,0.9577605598600349,0.9607598100474881,0.9490127468132967,0.9515121219695076,0.9585103724068983,0.944513871532117
58,0.9537972649694719,0.9530117470632342,0.9580104973756561,0.9610097475631092,0.9485128717820545,0.9515121219695076,0.9600099975006249,0.944513871532117
59,0.9539043810475952,0.9530117470632342,0.9575106223444139,0.9610097475631092,0.9487628092976755,0.9515121219695076,0.9607598100474881,0.944763809047738
60,0.9552254793444496,0.9612596850787303,0.9570107473131717,0.9610097475631092,0.9490127468132967,0.9512621844538866,0.9620094976255936,0.9450137465633591
61,0.9551897739850751,0.9610097475631092,0.9567608097975506,0.9610097475631092,0.9487628092976755,0.9512621844538866,0.9625093726568358,0.9450137465633591
62,0.955261184703824,0.9615096225943515,0.9565108722819295,0.9610097475631092,0.9490127468132967,0.9512621844538866,0.9625093726568358,0.9450137465633591
63,0.9552968900631985,0.9612596850787303,0.9565108722819295,0.9612596850787303,0.9492626843289178,0.9512621844538866,0.9625093726568358,0.9450137465633591
64,0.955261184703824,0.9612596850787303,0.9565108722819295,0.9612596850787303,0.9490127468132967,0.9512621844538866,0.9625093726568358,0.9450137465633591
65,0.9554754168600708,0.9615096225943515,0.9570107473131717,0.9612596850787303,0.94976255936016,0.9512621844538866,0.9625093726568358,0.9450137465633591
66,0.9555468275788196,0.9612596850787303,0.9570107473131717,0.9612596850787303,0.950012496875781,0.9515121219695076,0.9627593101724569,0.9450137465633591
67,0.9563323454850573,0.9612596850787303,0.9570107473131717,0.9612596850787303,0.9537615596100975,0.9517620594851287,0.9642589352661834,0.9450137465633591
68,0.9566536937194272,0.9617595601099725,0.9570107473131717,0.9612596850787303,0.955011247188203,0.9517620594851287,0.9647588102974256,0.9450137465633591
69,0.9569036312350484,0.9622594351412147,0.9570107473131717,0.9612596850787303,0.955261184703824,0.9522619345163709,0.9652586853286679,0.9450137465633591
70,0.9571535687506694,0.9622594351412147,0.9570107473131717,0.9612596850787303,0.955261184703824,0.9525118720319921,0.9665083729067733,0.9452636840789802
71,0.9572606848287928,0.9627593101724569,0.9572606848287928,0.9612596850787303,0.9547613096725819,0.9525118720319921,0.9667583104223944,0.9455136215946014
72,0.9576534437819116,0.9627593101724569,0.9575106223444139,0.9615096225943515,0.9560109972506873,0.9525118720319921,0.9667583104223944,0.9465133716570857
73,0.9588674260006427,0.9627593101724569,0.9575106223444139,0.9615096225943515,0.9557610597350662,0.9530117470632342,0.9670082479380155,0.9545113721569608
74,0.9589388367193915,0.9627593101724569,0.9575106223444139,0.9617595601099725,0.9557610597350662,0.9530117470632342,0.9672581854536366,0.9545113721569608
75,0.9591173635162639,0.9625093726568358,0.9575106223444139,0.9620094976255936,0.9562609347663085,0.9530117470632342,0.9677580604848788,0.9547613096725819
76,0.9592244795943873,0.9625093726568358,0.9577605598600349,0.9620094976255936,0.9565108722819295,0.9532616845788553,0.9677580604848788,0.9547613096725819
77,0.9606526939693648,0.9625093726568358,0.9577605598600349,0.9622594351412147,0.9567608097975506,0.9617595601099725,0.9677580604848788,0.9557610597350662
78,0.9608669261256113,0.9625093726568358,0.9577605598600349,0.9622594351412147,0.9570107473131717,0.9617595601099725,0.9677580604848788,0.9570107473131717
79,0.9610811582818581,0.9625093726568358,0.9577605598600349,0.9620094976255936,0.9575106223444139,0.9620094976255936,0.9677580604848788,0.9580104973756561
80,0.9610811582818581,0.9625093726568358,0.9575106223444139,0.9620094976255936,0.9575106223444139,0.9620094976255936,0.9677580604848788,0.9582604348912772
81,0.9614382118756025,0.9625093726568358,0.9577605598600349,0.9630092476880779,0.9585103724068983,0.9617595601099725,0.9675081229692577,0.9590102474381405
82,0.9615810333131003,0.9627593101724569,0.9575106223444139,0.963259185203699,0.9587603099225194,0.9617595601099725,0.9677580604848788,0.9592601849537615
83,0.9620094976255935,0.9625093726568358,0.9575106223444139,0.9630092476880779,0.9590102474381405,0.9620094976255936,0.9680079980004999,0.9620094976255936
84,0.9625807833755847,0.9625093726568358,0.9575106223444139,0.9635091227193202,0.960259935016246,0.9625093726568358,0.9680079980004999,0.9637590602349413
85,0.9627950155318314,0.9625093726568358,0.9572606848287928,0.9635091227193202,0.960509872531867,0.9625093726568358,0.9680079980004999,0.9652586853286679
86,0.9630449530474525,0.9625093726568358,0.9575106223444139,0.963259185203699,0.9615096225943515,0.9625093726568358,0.9680079980004999,0.9660084978755311
87,0.9634377120005713,0.9635091227193202,0.9580104973756561,0.963259185203699,0.9615096225943515,0.9625093726568358,0.9687578105473632,0.9665083729067733
88,0.9634734173599458,0.9635091227193202,0.9575106223444139,0.9635091227193202,0.9620094976255936,0.9625093726568358,0.9687578105473632,0.9665083729067733
89,0.9634377120005713,0.9635091227193202,0.9575106223444139,0.9637590602349413,0.9622594351412147,0.9622594351412147,0.968507873031742,0.9662584353911522
90,0.9633663012818223,0.963259185203699,0.9575106223444139,0.9637590602349413,0.9620094976255936,0.9622594351412147,0.968507873031742,0.9662584353911522
91,0.9635091227193201,0.963259185203699,0.9575106223444139,0.9637590602349413,0.9620094976255936,0.9625093726568358,0.9687578105473632,0.9667583104223944
92,0.9634734173599456,0.963259185203699,0.9570107473131717,0.9642589352661834,0.9617595601099725,0.9625093726568358,0.9687578105473632,0.9667583104223944
93,0.9634734173599456,0.963259185203699,0.9567608097975506,0.9642589352661834,0.9617595601099725,0.9625093726568358,0.9690077480629843,0.9667583104223944
94,0.9635448280786945,0.963259185203699,0.9567608097975506,0.9642589352661834,0.9617595601099725,0.9627593101724569,0.9695076230942264,0.9665083729067733
95,0.9636162387974434,0.9635091227193202,0.9567608097975506,0.9642589352661834,0.9617595601099725,0.9630092476880779,0.9695076230942264,0.9665083729067733
96,0.9636519441568179,0.9635091227193202,0.9565108722819295,0.9642589352661834,0.9620094976255936,0.963259185203699,0.9695076230942264,0.9665083729067733
97,0.9636519441568179,0.9635091227193202,0.9562609347663085,0.9642589352661834,0.9622594351412147,0.963259185203699,0.9695076230942264,0.9665083729067733
98,0.9636876495161922,0.9637590602349413,0.9562609347663085,0.9645088727818045,0.9622594351412147,0.9627593101724569,0.9695076230942264,0.9667583104223944
99,0.9637590602349411,0.9637590602349413,0.9560109972506873,0.9647588102974256,0.9627593101724569,0.9630092476880779,0.9692576855786054,0.9667583104223944
100,0.9637590602349412,0.9637590602349413,0.9562609347663085,0.9647588102974256,0.9625093726568358,0.9630092476880779,0.9692576855786054,0.9667583104223944
